title,article_text,article_date,source
DepEd nilinaw na di pa epektibo ang order ukol sa 'automatic' class suspension,"MAYNILA -- Naglabas ng paglilinaw ang Department of Education (DepEd) kaugnay ng kanilang Department Order No. 37 patungkol sa panuntunan sa pagsususpinde ng klase sa tuwing may bagyo.,Sa public advisory ng kagawaran, nilinaw nito na hindi pa epektibo ang naturang kautusan dahil hindi pa ito naisusumite sa Office of the National Administrative Registrar (ONAR) ng University of the Philippines Law Center at nangangailangan pa itong mapirmahan.,Ayon sa DepEd, inilabas lang ang nasabing DO bilang advance copy sa website ng kagawaran na mayroon lamang electronic signature.,Paliwanag ng DepEd, natalakay na ang nasabing Department Order sa huling cabinet meeting.,Para maiwasan ang kalituhan sa field operations, aalisin na muna ng DepEd ang naturang DO sa kanilang website at muling ilalathala na lang kapag nakumpleto na ang lahat ng requirements sa ONAR.,Sa ilalim ng DO, automatic na kanselado ang klase sa mga pampublikong paaralan kung ang LGU ay nasa signal no. 1 pataas.",Sep 02 2022 08:17 PM,https://news.abs-cbn.com/news/09/02/22/deped-di-pa-epektibo-ang-automatic-walang-pasok
"Hotel casino complex ng Okada nilusob, tensiyon sumiklab",,Sep 02 2022 08:23 PM,https://news.abs-cbn.com/video/news/09/02/22/hotel-casino-complex-ng-okada-nilusob-tensiyon-sumiklab
"Di pa napapanahong alisin ang face mask policy, ayon sa eksperto",,Sep 02 2022 08:18 PM,https://news.abs-cbn.com/video/news/09/02/22/di-pa-napapanahong-alisin-ang-face-mask-policy
Nicki Minaj nag-comment sa TikTok post ni Joshua Garcia,,Sep 02 2022 08:29 PM,https://news.abs-cbn.com/video/entertainment/09/02/22/nicki-minaj-nag-comment-sa-tiktok-ni-joshua-garcia
Vhong Navarro nanindigang hindi siya nanggahasa,,Sep 02 2022 08:30 PM,https://news.abs-cbn.com/video/news/09/02/22/vhong-navarro-nanindigang-hindi-siya-nanggahasa
Health workers patuloy na dumadaing sa di natatanggap na benepisyo,,Sep 02 2022 08:26 PM,https://news.abs-cbn.com/video/news/09/02/22/health-workers-patuloy-na-dumadaing-sa-di-natatanggap-na-benepisyo
"MODUS: Text scams 'personalized' na, gumagamit ng pangalan",,Sep 01 2022 08:27 PM,https://news.abs-cbn.com/video/news/09/01/22/modus-text-scams-personalized-na
Kwento ni Marc Logan: Iba't ibang remix ng 'Christmas in our Hearts',,Sep 01 2022 08:30 PM,https://news.abs-cbn.com/video/life/09/01/22/kwento-ni-marc-logan-ibat-ibang-remix-ng-christmas-in-our-hearts
Alam N'yo Ba: Paano binuo ni Jose Mari Chan ang 'Christmas in our Hearts',,Sep 01 2022 08:34 PM,https://news.abs-cbn.com/video/life/09/01/22/alam-nyo-ba-paano-binuo-ang-christmas-in-our-hearts
Specialty shop may 'customized' na Christmas decors,,Sep 02 2022 08:33 PM,https://news.abs-cbn.com/video/life/09/02/22/specialty-shop-may-customized-na-christmas-decors
Mga rehiyon naghahanda na sa hagupit ni super-typhoon Henry,"Naghahanda na ang ilang rehiyon ngayong pumasok na sa Philippine Area of Responsibility ang Bagyong Henry -- na itinuturing na 'super-typhoon.' ,Ang Calayan, Cagayan, nagsuspinde na ng klase ngayong makulimlim na ang kalangitan na may pabugso-bugsong hangin sa bayan. Suspendido rin ang pasok sa government offices maliban sa health, security, at emergency personnel. ,Ramdam na rin sa Itbayat, Batanes ang epekto ng bagyo. May mga nagtali na rin ng bubong para hindi tangayin ng malakas na hangin. ,Nakalagay na rin sa mga matataas na lugar ang bangka ng mga mangingisda sa Uyugan, na nakakaranas na ng masungit na panahon. ,Sa Basco, may ilang estudyanteng tumulong para malagyan ng takip ang bintana ng mga silid-aralan sa Batanes National Science High School.,Tumulong din ang grupo ng tour guides sa pagtatali ng mga bahay na gawa sa light materials. ,Martes pa lang ay inabisuhan na ang mga mangingisda na ilagay sa mas mataas na lugar ang kanilang mga bangka. Bawal din sila pumalaot pero tiniyak ni Governor Marilou Cayco na may sapat na pagkain ang mga Ivatan. ,""May stocks ng food nahingi namin kay Secretary Erwin Tulfo, nakahingi kami ng 5,000… Nai-distribute na namin sa mga muni-munisipyo pati du'n sa pinakamalayong isla ng Batanes. Sa Itbayat Island may 500 food packs na sila. Nakikita namin sa TV na hindi naman siya mag-landfall sa amin, pero hindi kami makampante kasi siyempre puwedeng mag-change ng direction ‘yan,"" ani Cayco. ,Huling namataan ang bagyong Henry sa layong 400 kilometrong silangan hilagang-silangan ng Itbayat, Batanes. ,Bahagya itong humina na may lakas na hanging aabot sa 185 kilometro kada oras at may pagbugsong aabot sa 230 metro kada oras. ,Kumikilos ito pa-timog-timogkanluran sa bilis na 15 kilometro kada oras. ,Inaasahang lalakas ang ulan sa ilang parte ng Luzon gaya ng Batanes, Babuyan Islands, Ilocos Region, Abra, at Benguet. Mataas din ang tsansa ng landslides at pagbaha lalo na sa Northern Luzon. ,Uulan din sa kanlurang bahagi ng central Luzon, Cavite, Batangas, at Occidental Mindoro. ,Makakaramdam din ang Metro Manila ng mataas na tsansa ng pag-ulan dahil sa habagat na dala ng Henry. ",Sep 01 2022 08:35 PM,https://news.abs-cbn.com/news/09/01/22/mga-rehiyon-naghahanda-na-sa-hagupit-ni-henry
Grupo nagbabala ng posibleng pagtaas ng presyo ng bigas,,Sep 01 2022 08:49 PM,https://news.abs-cbn.com/video/business/09/01/22/taas-presyo-sa-bigas-nagbabadya-grupo
"Janella Salvador, guest Star Patroller, nagpa-sampol ng Christmas song","MAYNILA - Bago ang kaniyang appearance bilang ang makamandag na kontrabidang si Valentina sa ""Darna"" ay sumabak si Janella Salvador sa pagiging guest Star Patroller at umawit pa ng Christmas song. ,Humalili ang 24-anyos na aktres kay Gretchen Fullido, ang regular na Star Patroller, bago ipinakita sa serye ang kaniyang transformation mula sa karakter niyang lawyer-vlogger na si Regina Vanguardia.,Naghatid si Salvador ng balita tungkol sa kaniyang transformation bilang si Valentina. ,Ngayong Setyembre 1 na siyang hudyat ng pagpasok ng ""ber"" months, ibinahagi rin niya ang balita tungkol sa mga remix na nagbibigay-pugay sa ""Christmas In Our Hearts"" ni Jose Mari Chan. ,Nagpa-sample pa siya nito bago matapos ang ""TV Patrol."" ,Inanunsiyo ang role ni Salvador bilang si Valentina noong 2021, kasabay ng pag-anunsiyo ng papel nina Rio Locsin, Joshua Garcia, Zaijian Jaranilla, at iba pa sa primetime serye. ,Sinundan ni Salvador ang yapak ng ilang bituin gaya ni Celia Rodriguez, Pilar Pilapil, Alessandra de Rossi, at iba pa na nagsiganap bilang Valentina. ,Una na ring nabanggit ni Salvador na isa sa pinakamabuting desisyon na ginawa niya sa kaniyang buhay ay ang pagtanggap ng role na Valentina. ",Sep 01 2022 10:09 PM,https://news.abs-cbn.com/entertainment/09/01/22/janella-salvador-naging-star-patroller-umawit-ng-christmas-song
"Mga tindahan ng Christmas decors sa Dapitan, QC dinarayo na",,Sep 01 2022 08:46 PM,https://news.abs-cbn.com/video/life/09/01/22/mga-tindahan-ng-christmas-decors-sa-qc-dinarayo-na
Pinay nalibot ang buong mundo sa loob ng 40 taon,,Sep 02 2022 02:13 AM,https://news.abs-cbn.com/video/life/09/02/22/pinay-nalibot-ang-buong-mundo-sa-loob-ng-40-taon
"NTC ang dapat tumutok sa text scams, ayon sa isang grupo",,Sep 02 2022 02:05 AM,https://news.abs-cbn.com/video/news/09/02/22/ntc-ang-dapat-tumutok-sa-text-scams-ayon-sa-isang-grupo
DSWD offices sa Davao region dinagsa para sa education aid; pila mas maayos na,"Wala na ang mahabang pila sa ikatlong Sabado ng pamamahagi ng AICS educational cash aid ng Department of Social Welfare and Development matapos sinuspinde ang requirements submission dahil umabot na sa 150,000 ang natanggap na aplikasyon ng DSWD Davao.,Ayon sa DSWD Davao region, nakatutok na lamang sila sa payout ng mga nakapagsumite na ng requirements at pumasa sa assessment.,Sa mga retrato sa iba't ibang provincial satellite office at regional office ng DSWD Davao region, makikitang dagsa pa rin ng mga magulang at estudyante ang mga opisina para kunin ang kanilang ayuda.,Ayon sa DSWD Davao, patuloy pa rin ang assessment sa mga kliyenteng nakatanggap ng mensahe mula sa opisyal na contact number ng ahensya sa Davao City regional office, Davao Oriental at Davao del Norte satellite offices.,Sa Davao Occidental satellite office naman, maagang nagsimula ang pamamahagi ng ayuda.,Sa Davao del Sur satellite office, pinapaliwanag ng mga support staff sa mga kliyente ang tungkol sa ""no walk-in policy"".,Sa Davao de Oro satellite office naman, agad umuwi ang mga walk-in matapos inanunsyo ulit ang tungkol suspensyon ng drop box.,Sa pinakahuling pahayag ng DSWD Davao, hindi pa nila masabi kung kailan ipagpatuloy muli ang pagtanggap ng requirements ng cash aid. ",Sep 03 2022 01:21 PM,https://news.abs-cbn.com/news/09/03/22/pila-para-sa-student-aid-mas-maayos-na-sa-davao-region
2 patay sa saksak sa Batangas dahil umano sa matinding selos,"Dahil umano sa matinding selos, napatay sa saksak ng isang lalaki ang kanyang live-in partner at ang lalaking pinagbibintangan nitong karelasyon ng ginang sa Barangay San Piro, Balayan, Batangas nitong Biyernes.,Batay sa report ng Balayan police, nag-away ang magka-live-in sa kanilang bahay hanggang sa mauwi sa pananaksak ng lalaki gamit ang kutsilyo.,Nagtamo ng tatlong sugat sa katawan ang 36–anyos na live-in partner ng suspek na isang mangingisda.,Sunod na pinuntahan ng suspek ang bahay na pinagtatrabahuhan ng biktimang caretaker na noon ay naglilinis sa garahe at saka umano inundayan ng sunod-sunod na saksak.,Nagtamo ng malubhang sugat sa leeg at dibdib ang 35-anyos na biktima.,Isinugod sa ospital ang dalawang biktima pero parehong binawian na ng buhay.,Naaresto ng mga pulis ang suspek na nahaharap sa kasong double murder. —ulat ni Ronilo Dagos",Sep 03 2022 04:49 PM,https://news.abs-cbn.com/news/09/03/22/2-patay-sa-saksak-dahil-umano-sa-selos
"Pila ng student financial aid sa Borongan, mas organisado","Aabot sa 650 students-in-crisis ang target mabigyan ng student financial assistance ng DSWD sa lungsod ng Borongan, Eastern Samar.,Ang mga ito ay mayroong confirmed online applications o nabigyan ng priority bago pumila ngayong Sabado.,Mas mabilis at organisado ngayon ang pamimigay ng ayuda dahil tatlong lugar ang venue.,Ang isang venue ay sa Canuctan Hall, Eastern Samar State University o ESSU Main Campus, para sa mga estudyante sa kolehiyo.,Samantala, sa mga covered court sa mga barangay ng Taboc at Sabang South ay para sa elementary at high school na estudyante.,Matatandaan na noong nakaraang Sabado umabot sa madaling-araw ng Linggo ang pamimigay ng ayuda dahil maraming nakapila at isa lamang ang venue.,Mahigpit na ipinatutupad ang pagsuot ng face mask sa mga nakapila para kumuha ng ayuda. – Ulat ni Ranulfo Docdocan",Sep 03 2022 12:53 PM,https://news.abs-cbn.com/news/09/03/22/pila-ng-education-aid-sa-borongan-mas-organisado
"Kaso ni Mary Jane Veloso, inaasahang tatalakayin sa Indonesia state visit ni Marcos",,Sep 03 2022 07:39 PM,https://news.abs-cbn.com/video/news/09/03/22/kaso-ni-veloso-inaasahang-tatalakayin-sa-indonesia-state-visit-ni-marcos
P35-M halaga ng gamit sa warehouse sa Cubao nasunog,,Sep 01 2022 07:24 AM,https://news.abs-cbn.com/video/news/09/01/22/p35-m-halaga-ng-gamit-sa-warehouse-sa-cubao-nasunog
"John Arcilla, walang dream role","MAYNILA -- Inamin ng batikang aktor na si John Arcilla na wala siyang dream role.,""Gusto ko lang iba-iba para exciting. At saka gusto ko na ang mga gagawin ko ay makakapagbigay ako ng lessons sa mga manonood, na sana maka-touch ka ng puso ng iyong kapwa o makapag-liberate ka ng isipan ng iyong mga manonood na mabago nila ang kanilang buhay,"" ani Arcilla sa eksklusibong panayam Inside News ng Star Magic na inilabas nitong Agosto 31.,""Mailigtas natin sa isang kalagayan na miserable ang isang lugar, lipunan. Masayang maging ganun ang magiging resulta ng mga gagawin kong karakter, mga kuwento, mga project na sasamahan,"" dagdag ng aktor.,Sa panayam, muli ring ibinahagi ni Arcilla na kung saka-sakali nais niyang gawin isapelikula ang buhay ni Juan Luna, ang kapatid ni Antonio Luna na una na niyang ginampanan sa pelikulang ""Heneral Luna"" na inilabas noong 2015.,""'Yung mga ganung istorya na may iba't ibang karakter na naging prominente sa buhay ng isang tao sa isang lugar, sa isang bansa. Kung paano niya na impluwensiyahan ang maraming tao para magbago ang isang institusyon,"" ani Arcilla.,Nagpasalamat din si Arcilla sa lahat ng mga organisasyon at award-giving bodies para sa mga pagkilala at parangal na kanyang natatanggap.,Kakatanggap lang ni Arcilla ng parangal bilang ""Kampeon ng Wika"" sa selebrasyon ng Komisyon sa Wikang Filipino.",Sep 01 2022 11:48 AM,https://news.abs-cbn.com/entertainment/09/01/22/john-arcilla-walang-dream-role
"3 patay, 1 sugatan sa pamamaril ng kainuman sa Apayao","Tatlong lalaki ang patay habang isa pa ang sugatan sa pamamaril ng kainuman sa bayan ng Santa Marcela, Apayao noong Lunes.,Kinilala ang mga nasawi na sina Bong Badua Ramirez, 48; Ryan Santi Soriano, 39; at Edmar Turilla Aguinaldo, 30. Sugatan naman ang isang Stephen Salvatiera, 33.,Sa imbestigasyon ng Santa Marcela Police, nag-iinuman ang mga biktima sa bahay ng isang kaibigan, kasama rin ang suspek na si Norvie Pachecho, 32.,Biglang naglabas umano ng baril ang suspek atsaka pinaputukan ang mga biktima.,“Parang normal na inuman lang, kasi birthday ‘yun. Wala man lang sagutan na nangyari o kaya’y awayan basta ganun na lang na tumayo at binaril ang mga kainuman niya,” sabi ng hepe ng na si Police Lieutenant Alvaro Secligen.,Tama ng bala sa ulo ang agarang ikinamatay nina Ramirez at Soriano.,
Naidala pa sa ospital si Aguinaldo na nagtamo rin ng tama ng bala sa ulo, pero idineklara siyang dead on arrival ng umasikasong doktor.,Patuloy na nagpapagaling sa ospital si Salvatiera na tinamaan sa balikat. Nakaligtas naman sa pamamaril ang dalawa pa nilang kainuman matapos makapagtago.,Sa pagresponde ng mga pulis, dinatnan na umano nilang patay na rin ang suspek.,“Pagkatapos na binaril ang mga kainuman niya, mga ilang segundo lang nagbaril din sa sarili kaya bumulagta rin siya kung saan niya binaril ang mga kainuman niya,” ani Secligen.,Hindi nakuha ng pulisya ang baril na ginamit sa insidente dahil agad umano itong kinuha ng ama ng suspek.,Sa follow-up operation, narekober umano ang Glock 17 mula sa ama ng suspek. Hinuli atsaka sinampahan siya ng reklamong obstruction of justice at paglabag ng Comprehensive Firearms and Ammunition Law.",Sep 01 2022 01:42 AM,https://news.abs-cbn.com/news/09/01/22/3-patay-1-sugatan-sa-pamamaril-ng-kainuman-sa-apayao
"2 patay, 1 sugatan sa aksidente sa Skyway Parañaque","MAYNILA — Dalawa ang patay at isa ang sugatan sa aksidente sa southbound lane ng Skyway sa bahagi ng Parañaque City ngayong Sabado.,Pasado ala-4 ng madaling-araw nang mangyari ang aksidente, ayon kay Police Lt. Ricardo Martinez ng Philippine National Police Highway Patrol Group.,Nawalan umano ng kontrol ang itim na Mitsubishi Montero at bumangga sa isang poste.,Sa lakas ng pagkakabangga ay makikitang wasak ang sport utility vehicle.,Dalawang lalaki ang nasawi kabilang na ang driver ng Montero.,Dinala naman sa Taguig Pateros District Hospital ang pasaherong babae.,Pasado ala-9 ng umaga nang magbalik-normal ang daloy ng trapiko sa southbound lane ng Skyway. ",Sep 03 2022 02:52 PM,https://news.abs-cbn.com/news/09/03/22/2-patay-1-sugatan-sa-aksidente-sa-skyway-paraaque
Bangkay ng senior citizen natagpuang naaagnas sa bahay sa Quezon,"Hinihinalang pinasok at pinagnakawan at saka pinatay ng hindi nakilalang akyat-bahay ang isang senior citizen na nadiskubreng naaagnas sa loob ng kanyang tahanan sa Brgy. Malusak, bayan ng Atimonan, Quezon noong Biyernes ng umaga.,Batay sa report ng Atimonan police, nasa early state of decomposition na nang makita ang bangkay ni Venancio Erne Fajardo, 76, na nasa sahig ng kaniyang bahay at natatakpan ng foam pasado alas-10 ng umaga.,Nadiskubre ito matapos magreklamo ang mga kapitbahay dahil sa masangsang na amoy na naggagaling sa bahay ng senior.,Sa inisyal na imbestigasyon, nakita ang mga bakas ng dugo sa sahig at nagkalat din ang mga kagamitan sa loob, indikasyon na hinalughog ang bahay.,Bukas din ang back door ng bahay at winasak ang steel grills nito.,Napag-alamang mag-isang naninirahan sa kanyang bahay ang biktima.,Ayon sa mga kapitbahay, huli itong nakitang buhay noong Miyerkules pa ng gabi habang nakikipanood ng TV sa isa sa mga kapitbahay.,Patuloy pa ang imbestigasyon ng pulisya at isinailalim na rin sa pagsusuri ng PNP crime laboratory ang biktima upang malaman ang ikinamatay nito. ",Sep 03 2022 12:47 PM,https://news.abs-cbn.com/news/09/03/22/bangkay-natagpuang-naaagnas-sa-bahay-sa-quezon
"Road repairs sa Roxas Blvd., nirereklamo ng mga motorista",,Sep 01 2022 07:31 AM,https://news.abs-cbn.com/video/news/09/01/22/mga-road-repair-sa-roxas-boulevard-inirereklamo
Milyon-milyong Pinoy nanganganib na magretiro nang walang pensiyon: SSS,,Sep 01 2022 06:46 PM,https://news.abs-cbn.com/video/business/09/01/22/maraming-pinoy-nanganganib-magretiro-nang-walang-pensiyon
